Date,TV_Spend,Digital_Spend,Social_Media_Spend,Print_Spend,Discount_Applied,Sales,Units_Sold,Campaign_Type,Product_Type,Region
2024-10-03,25434,46406,27684,15653,20,184033.09999999998,5848,Discount Offer,Dog Food,West
2024-10-30,74047,38456,39493,12962,10,286977.8,6328,Seasonal Sale,Dog Toys,East
2024-05-14,57775,66428,17213,10190,15,263570.6,5133,Seasonal Sale,Dog Toys,West
2024-07-13,76677,38777,36831,18715,10,287662.2,4548,Brand Awareness,Dog Toys,East
2024-05-07,55734,68026,32713,10681,5,283875.7,6599,Discount Offer,Dog Food,South
2024-02-02,50603,35914,12187,8678,5,188444.19999999998,5620,Seasonal Sale,Cat Toys,North
2024-06-24,78803,44553,37800,19102,10,308217.7,5837,New Product Launch,Dog Toys,South
2024-01-22,49332,38548,37583,18708,20,237457.40000000002,6235,Brand Awareness,Dog Toys,West
2024-08-25,31312,52265,19408,5336,5,184678.7,6799,Discount Offer,Dog Toys,North
2024-06-06,54179,55701,27369,6667,15,246915.0,6917,Seasonal Sale,Cat Food,West
2024-02-07,50379,66287,8414,16768,10,243062.09999999998,5511,Brand Awareness,Cat Food,West
2024-08-17,27297,21727,24510,5909,15,128711.4,5377,Brand Awareness,Cat Toys,North
2024-12-30,12011,59924,17120,13467,5,167109.7,4018,New Product Launch,Dog Food,South
2024-02-20,54014,65717,39311,14083,20,286669.0,4858,Brand Awareness,Dog Toys,West
2024-09-20,21738,47427,38039,13204,15,181353.69999999998,5416,Discount Offer,Dog Toys,North
2024-10-09,57498,31692,10295,10122,5,200190.2,5284,Seasonal Sale,Dog Food,South
2024-01-27,21120,46625,25460,13153,5,175185.8,4409,Brand Awareness,Dog Food,East
2024-08-13,18767,39918,19963,17249,5,154848.5,5426,Brand Awareness,Cat Toys,South
2024-10-03,32852,56395,16580,16217,15,195370.2,5693,Discount Offer,Dog Food,South
2024-10-12,10929,56136,27286,5973,5,162923.5,6531,New Product Launch,Dog Toys,North
2024-04-06,27438,64290,32328,9270,10,213410.6,4623,New Product Launch,Cat Toys,South
2024-10-10,58515,64345,24093,17162,5,273711.30000000005,4655,Seasonal Sale,Cat Food,East
2024-11-12,15744,67409,26605,6408,10,183283.3,4767,Discount Offer,Cat Toys,East
2024-10-30,52417,30577,11722,18913,20,200858.2,4017,New Product Launch,Cat Toys,West
2024-05-26,17069,34619,11766,15135,10,135151.2,6231,Seasonal Sale,Cat Toys,East
2024-01-04,52359,61240,20928,7288,20,235086.4,6452,Seasonal Sale,Dog Food,West
2024-02-04,29799,48710,26274,13738,20,187768.59999999998,6846,New Product Launch,Dog Toys,East
2024-07-10,17597,52388,39416,19349,10,193364.1,6526,Discount Offer,Dog Food,South
2024-02-18,57093,69872,25612,6218,20,263839.19999999995,5816,Brand Awareness,Dog Toys,West
2024-01-17,47226,31195,39898,6420,10,210422.1,5780,New Product Launch,Dog Food,East
2024-06-20,36417,42689,34047,14646,15,199841.5,4007,Brand Awareness,Cat Toys,South
2024-08-07,28693,26154,6506,8377,20,125438.9,4704,Brand Awareness,Dog Toys,South
2024-06-06,63161,54121,20222,12501,10,250630.0,5341,Discount Offer,Dog Food,West
2024-02-15,12169,44412,17363,15964,20,137123.0,5159,Discount Offer,Cat Toys,North
2024-01-06,32052,36341,24613,18721,5,177627.2,4530,Seasonal Sale,Cat Food,South
2024-04-08,18036,47018,35628,9098,10,166960.4,6960,Discount Offer,Dog Food,South
2024-08-20,41778,24145,9136,7738,5,149766.5,6736,Seasonal Sale,Dog Food,North
2024-02-06,37734,57262,16161,12619,20,202878.1,6021,New Product Launch,Cat Food,West
2024-10-06,33173,61330,28574,16939,20,217267.69999999998,6600,Brand Awareness,Dog Food,East
2024-12-14,40403,67533,31902,6842,15,245899.1,6493,Discount Offer,Cat Food,East
2024-10-28,76321,37223,7810,13938,10,238485.3,5715,New Product Launch,Dog Toys,South
2024-06-29,16344,17880,16663,7816,5,98802.20000000001,6753,Seasonal Sale,Cat Food,North
2024-04-04,28800,36271,11152,14063,15,159877.19999999998,6243,Discount Offer,Cat Toys,South
2024-04-08,35372,48313,5012,5494,20,161229.3,6907,Brand Awareness,Cat Food,West
2024-07-06,71516,61900,16162,11560,20,282137.4,5760,New Product Launch,Dog Toys,South
2024-04-25,30538,28304,27322,10510,15,158149.4,5346,Discount Offer,Cat Food,East
2024-07-09,73918,49695,12999,8444,5,259860.69999999998,5796,Discount Offer,Cat Food,North
2024-09-09,24973,45225,12219,17915,20,168012.8,6675,New Product Launch,Dog Toys,West
2024-06-09,69500,35536,10328,14267,20,228929.30000000002,5685,Seasonal Sale,Dog Food,South
2024-09-12,46575,45831,8621,12543,10,201908.0,6677,Seasonal Sale,Dog Food,East
2024-11-18,52261,64156,29256,12562,15,261701.40000000002,5802,Discount Offer,Cat Toys,South
2024-05-07,37716,26673,16314,8994,20,151541.69999999998,4043,Seasonal Sale,Cat Toys,East
2024-01-18,13236,36917,5652,17429,5,122784.79999999999,4488,Seasonal Sale,Cat Food,North
2024-10-07,25848,42829,21182,12253,10,162439.19999999998,4180,New Product Launch,Dog Food,West
2024-08-10,12352,30372,20659,18775,15,130868.3,6421,Seasonal Sale,Dog Food,South
2024-02-23,11932,40938,39413,5045,5,151374.1,4627,Seasonal Sale,Cat Food,West
2024-02-27,18556,69530,15435,16248,20,196268.8,4956,New Product Launch,Dog Toys,North
2024-11-18,15498,17663,33067,7057,15,118959.59999999999,6114,Discount Offer,Dog Food,East
2024-12-25,60098,62801,27258,5663,15,258541.4,5548,Discount Offer,Cat Toys,North
2024-06-22,74386,24465,33287,9668,5,252073.69999999998,5115,New Product Launch,Cat Food,North
2024-10-06,19569,18326,8688,7029,15,102226.5,5781,Brand Awareness,Dog Toys,West
2024-04-23,66882,18659,12689,18841,5,212610.4,6826,New Product Launch,Cat Toys,North
2024-10-14,10340,42594,6379,10717,20,118738.5,4650,Brand Awareness,Dog Food,South
2024-12-07,53949,65283,32624,7696,10,264127.9,5876,Seasonal Sale,Dog Toys,East
2024-05-30,72443,19763,30964,18200,5,242848.3,5267,Discount Offer,Cat Toys,North
2024-05-06,10138,38121,27891,13831,10,134285.8,4340,Brand Awareness,Cat Food,South
2024-06-03,10358,25828,17516,7663,15,97026.5,6950,Brand Awareness,Dog Toys,East
2024-09-29,40654,62588,18886,7745,5,225150.7,5808,Seasonal Sale,Dog Toys,West
2024-04-13,35879,26221,25307,10004,20,164190.3,6445,Discount Offer,Cat Food,East
2024-10-25,65778,26211,29843,11321,5,233036.2,6750,Seasonal Sale,Dog Food,West
2024-09-02,47772,28569,10912,18156,5,182493.5,6144,Discount Offer,Dog Food,East
2024-06-24,68478,46358,26514,10125,5,254625.3,5354,Discount Offer,Dog Toys,North
2024-02-08,74353,52860,26823,9948,10,281293.4,4448,Seasonal Sale,Dog Toys,West
2024-06-18,36762,21022,33797,9402,10,174338.6,5441,Brand Awareness,Dog Toys,West
2024-09-03,23283,60337,11449,15787,15,173288.0,4076,New Product Launch,Cat Toys,West
2024-01-26,73922,67311,6725,19662,15,292456.7,4895,Discount Offer,Dog Toys,North
2024-12-20,49420,28515,20870,8427,15,190014.2,4548,Discount Offer,Dog Food,North
2024-11-01,65568,21159,14304,10912,15,211256.5,4797,New Product Launch,Cat Food,East
2024-01-13,30219,60991,12522,5394,5,188944.3,5452,New Product Launch,Cat Food,East
2024-11-11,67169,56213,18663,19635,10,276001.6,5508,Seasonal Sale,Cat Food,North
2024-11-08,56840,36691,9784,8597,10,203891.0,4814,Discount Offer,Dog Toys,North
2024-02-05,54695,39904,14472,18036,10,213255.0,6182,Seasonal Sale,Dog Toys,West
2024-06-21,68342,58790,33952,15524,10,297718.80000000005,6701,New Product Launch,Cat Food,East
2024-01-20,28951,18044,15055,5329,15,125255.9,5583,Seasonal Sale,Cat Toys,East
2024-11-16,11307,24612,34508,15289,5,125057.5,4645,Discount Offer,Cat Toys,West
2024-09-20,45428,20636,17676,19319,10,181542.1,5825,Brand Awareness,Cat Toys,West
2024-05-21,48975,26593,30192,5772,20,186961.1,4719,Brand Awareness,Cat Toys,West
2024-05-22,11140,63947,29722,13135,5,180574.4,5522,Discount Offer,Dog Food,South
2024-04-01,34842,17892,12446,6645,20,136166.7,6660,Seasonal Sale,Cat Food,South
2024-12-19,36421,36672,9725,14924,5,173482.4,6531,New Product Launch,Dog Food,North
2024-11-17,11708,20812,25061,17665,5,111292.7,5069,New Product Launch,Dog Toys,East
2024-10-14,13630,46085,27671,6787,5,150824.4,5466,Brand Awareness,Cat Toys,West
2024-08-02,29595,15654,6409,14815,20,122888.3,4647,Seasonal Sale,Cat Toys,West
2024-12-07,38308,69633,13205,5999,10,209891.4,4791,New Product Launch,Cat Food,East
2024-02-20,54789,32143,21365,6848,10,201865.3,4578,New Product Launch,Cat Toys,South
2024-06-01,65690,16798,5256,6561,20,176323.30000000002,6048,Discount Offer,Cat Food,East
2024-07-04,36086,52927,20704,5773,10,198423.59999999998,6156,Seasonal Sale,Dog Toys,North
2024-03-03,26859,44087,34902,12311,15,181774.0,4459,Seasonal Sale,Cat Toys,South
2024-07-08,17684,26618,6195,10179,10,107975.9,6313,New Product Launch,Cat Toys,East
2024-05-04,11207,23446,39012,6803,15,120454.7,5161,Seasonal Sale,Dog Food,East
2024-05-29,56099,36646,16415,14290,15,211313.0,4043,Seasonal Sale,Cat Food,North
2024-11-09,77496,51591,26686,7050,15,288313.7,6933,Seasonal Sale,Cat Food,East
2024-02-27,76093,63867,16662,14790,20,296989.9,5533,Discount Offer,Cat Toys,South
2024-12-07,39689,66028,33743,5747,10,233424.30000000002,6991,New Product Launch,Dog Food,West
2024-10-31,58651,42200,37161,18759,10,260618.1,4982,Brand Awareness,Cat Toys,West
2024-06-28,23893,44571,7402,13125,20,150438.4,6309,Seasonal Sale,Cat Food,West
2024-06-18,76418,37538,18275,10860,20,249580.0,6775,New Product Launch,Cat Food,South
2024-11-21,70011,55555,33182,8973,10,293005.2,4632,Brand Awareness,Cat Toys,East
2024-09-27,48635,58964,19915,15514,20,234201.4,6199,Discount Offer,Dog Toys,East
2024-02-23,66115,35900,5909,14745,20,225181.3,6260,New Product Launch,Cat Toys,East
2024-04-10,68954,67886,5372,6615,15,260850.9,5257,Discount Offer,Dog Food,East
2024-09-20,38064,37356,27620,19550,20,194486.0,6910,New Product Launch,Cat Food,West
2024-02-22,12454,38023,39112,8754,15,145689.3,4622,Discount Offer,Cat Food,South
2024-02-29,30878,69508,13515,18796,5,216379.6,5977,New Product Launch,Cat Toys,North
2024-04-17,61098,54148,7431,17616,15,251012.80000000002,4360,Discount Offer,Dog Toys,South
2024-01-05,72154,32392,26054,15494,15,258278.19999999998,6367,Brand Awareness,Cat Food,East
2024-04-12,22991,35698,37624,10506,20,173030.4,6269,New Product Launch,Cat Toys,East
2024-07-14,78344,57470,15585,9221,10,284804.1,4209,Brand Awareness,Dog Toys,South
2024-09-18,46593,41535,36958,18054,5,226775.5,4930,Seasonal Sale,Cat Toys,South
2024-12-30,46304,66660,6695,16847,5,228505.7,5606,Brand Awareness,Cat Toys,West
2024-12-15,40386,68910,39675,18861,5,270192.1,4488,New Product Launch,Cat Toys,East
2024-02-16,65220,50450,38787,16587,10,288174.1,4600,Brand Awareness,Cat Food,South
2024-12-20,79338,48757,6403,18515,5,279223.6,4773,New Product Launch,Dog Toys,East
2024-11-06,31083,27476,22810,10291,5,159432.1,4877,Discount Offer,Dog Food,South
2024-11-03,28354,56214,13855,10854,10,175714.4,5487,Seasonal Sale,Dog Food,East
2024-05-23,32190,19711,15839,5216,5,136650.90000000002,4699,Brand Awareness,Cat Food,South
2024-09-25,16142,21479,5010,16508,20,107330.3,6499,Seasonal Sale,Cat Food,East
2024-05-03,38398,46390,14230,6359,20,186166.9,6460,Brand Awareness,Cat Toys,North
2024-04-15,61971,28161,34256,8774,15,227361.1,5957,New Product Launch,Cat Toys,West
2024-06-06,51862,47152,30651,10417,15,231061.90000000002,6523,Brand Awareness,Dog Toys,North
2024-05-26,63410,29635,37383,9927,15,244625.80000000002,4255,Seasonal Sale,Cat Toys,West
2024-05-24,29503,55843,18662,17469,20,191288.8,5173,Brand Awareness,Dog Toys,West
2024-04-29,58456,45297,18739,9429,20,226236.19999999998,6174,Seasonal Sale,Cat Toys,South
2024-11-14,18016,35836,6789,9606,20,117806.40000000001,4391,Seasonal Sale,Cat Toys,North
2024-10-01,12384,39831,24420,9478,15,133740.3,6527,New Product Launch,Dog Food,West
2024-04-01,72320,16007,28761,6896,15,220499.30000000002,4992,Discount Offer,Cat Food,East
2024-02-27,25072,41331,22357,12366,15,168868.5,6970,Discount Offer,Dog Toys,South
2024-12-11,50510,55456,16317,9427,15,219651.1,6449,Brand Awareness,Dog Food,South
2024-08-16,58933,25763,26534,18476,15,220665.9,6321,Seasonal Sale,Cat Toys,East
2024-04-26,31826,18908,30734,10361,15,148878.9,4844,New Product Launch,Dog Food,East
2024-11-13,78026,42573,37872,14091,20,299497.0,4138,Discount Offer,Dog Toys,West
2024-10-05,35518,34187,12689,5641,10,161133.4,4102,New Product Launch,Cat Food,East
2024-05-06,34045,26957,8567,10346,10,137599.5,5265,New Product Launch,Dog Food,South
2024-05-08,60876,19379,25732,9729,15,201200.8,5140,Seasonal Sale,Dog Toys,East
2024-02-27,61919,42959,25774,8627,10,242349.0,5237,Brand Awareness,Cat Toys,North
2024-05-01,37103,31482,28195,11594,10,179187.4,4483,Seasonal Sale,Dog Food,South
2024-01-01,46188,42105,27257,13387,20,218919.6,6576,Discount Offer,Cat Food,East
2024-08-26,15845,15877,9394,15085,15,91828.8,4223,Discount Offer,Dog Toys,South
2024-10-16,46674,63353,27228,8275,15,243617.6,5293,New Product Launch,Cat Food,West
2024-04-05,29337,33252,17388,9050,10,151341.6,5848,Seasonal Sale,Cat Toys,North
2024-05-05,32313,46334,16319,9553,15,170368.09999999998,5884,Seasonal Sale,Cat Food,West
2024-04-27,36943,34049,11475,9925,15,169184.0,6161,New Product Launch,Cat Toys,North
2024-02-17,10276,32772,36555,7304,15,134064.4,5464,Brand Awareness,Cat Toys,East
2024-03-29,61151,66567,23158,16792,15,288198.3,4643,New Product Launch,Dog Food,South
2024-08-24,27611,17637,19728,8343,10,124735.40000000001,6698,New Product Launch,Cat Toys,East
2024-09-28,21944,22242,34545,7056,5,143047.6,5255,Discount Offer,Cat Food,West
2024-07-07,62887,57025,36100,7808,10,268238.3,4457,Seasonal Sale,Dog Food,South
2024-07-10,59847,56381,21150,12092,20,257754.7,6422,Discount Offer,Cat Toys,East
2024-03-09,68653,50651,38214,14416,5,283174.89999999997,5627,New Product Launch,Dog Toys,East
2024-10-04,66622,48972,37876,12226,5,276178.8,4610,Seasonal Sale,Dog Toys,South
2024-12-14,37810,31928,8239,5886,5,148954.4,4206,New Product Launch,Cat Toys,South
2024-09-03,20503,43742,35615,13584,10,175753.4,5543,New Product Launch,Dog Food,West
2024-03-16,46976,26831,18746,14867,20,186650.40000000002,5466,Brand Awareness,Dog Food,North
2024-06-02,21590,63232,25921,16382,10,201086.40000000002,4916,Discount Offer,Dog Food,North
2024-05-23,20886,65375,27745,12720,20,194791.5,6368,Discount Offer,Cat Food,South
2024-03-26,22866,34556,6245,7446,10,129221.6,6140,New Product Launch,Dog Toys,North
2024-07-03,76624,40343,29853,8905,10,279351.6,5431,Brand Awareness,Cat Toys,West
2024-10-11,78899,37834,32632,11474,10,286161.8,5181,New Product Launch,Cat Toys,North
2024-08-07,42792,61762,17856,16530,5,229224.2,6919,New Product Launch,Dog Toys,South
2024-03-09,19764,54288,10105,8591,10,154369.1,6146,New Product Launch,Cat Food,West
2024-02-16,52727,48422,7513,16958,20,213380.40000000002,6272,Brand Awareness,Dog Food,South
2024-04-03,18068,38205,7801,15719,20,130594.6,4851,Seasonal Sale,Dog Toys,West
2024-08-25,17295,33830,37345,7181,20,143562.1,4440,Brand Awareness,Cat Toys,West
2024-07-22,51160,23412,18895,16956,5,183969.6,4719,New Product Launch,Cat Food,South
2024-08-05,21390,18666,13221,10011,10,103603.3,4584,Seasonal Sale,Cat Toys,East
2024-12-06,30131,52045,11038,10030,10,178241.1,6014,New Product Launch,Dog Food,South
2024-02-08,25038,35786,37031,5354,15,160909.6,4063,Brand Awareness,Dog Toys,West
2024-04-09,62327,66721,20082,7631,5,274018.0,4767,Brand Awareness,Dog Food,South
2024-10-15,31281,20515,19648,6521,20,135946.2,4559,Seasonal Sale,Cat Food,South
2024-09-10,64189,56973,5364,7672,20,239807.5,5733,Brand Awareness,Dog Toys,West
2024-08-09,58511,41627,39568,16370,10,256296.1,4669,New Product Launch,Dog Food,North
2024-12-22,18605,30198,19110,7337,20,120676.7,5542,Seasonal Sale,Dog Food,West
2024-01-23,11381,18985,10958,11968,10,96513.9,5271,Discount Offer,Dog Food,South
2024-09-06,76634,60903,14096,5628,10,280707.5,6415,New Product Launch,Cat Food,West
2024-01-10,29810,55935,12436,12162,15,182749.90000000002,6791,Discount Offer,Dog Food,West
2024-09-02,34322,44475,26177,7679,5,186747.8,4617,Seasonal Sale,Cat Toys,North
2024-11-20,51869,55216,31754,10266,10,246615.4,5994,Seasonal Sale,Dog Toys,East
2024-04-09,42955,68462,29544,9422,10,245363.0,5121,New Product Launch,Dog Toys,South
2024-10-16,71388,34403,17638,14630,10,251208.1,5291,Brand Awareness,Dog Food,South
2024-06-28,20207,18681,5179,19545,15,110997.8,5083,New Product Launch,Cat Food,North
2024-08-10,77628,41019,8873,12463,10,254934.4,6547,Brand Awareness,Cat Toys,West
2024-09-06,38220,68348,22570,14613,5,232559.3,6458,Brand Awareness,Cat Toys,East
2024-05-26,32031,42586,22157,6126,5,175171.0,5163,New Product Launch,Dog Toys,South
2024-04-05,69766,64724,9460,15875,20,283701.5,5932,Seasonal Sale,Dog Toys,East
2024-09-13,22449,57292,5352,6780,5,150919.4,5351,New Product Launch,Cat Toys,East
2024-11-20,66699,52521,26586,14723,20,272278.0,4463,Discount Offer,Dog Toys,West
2024-01-04,56092,54850,10344,15106,5,238071.4,6749,Seasonal Sale,Dog Food,West
2024-01-16,73671,51770,9507,14424,20,271682.8,5660,Brand Awareness,Cat Toys,West
2024-10-06,20350,20629,37885,15148,10,149656.3,5948,Seasonal Sale,Dog Toys,South
2024-12-01,78487,42710,21865,11571,15,279990.1,6210,New Product Launch,Dog Food,East
2024-09-03,27622,45328,32213,13584,15,188473.0,4059,Seasonal Sale,Dog Food,East
2024-09-14,63117,27278,9477,5825,15,197619.9,4332,Brand Awareness,Cat Toys,South
2024-06-08,68394,23417,11533,16155,10,219987.6,4075,Brand Awareness,Dog Food,North
2024-12-05,33782,68352,28396,12276,15,235787.80000000002,5778,Seasonal Sale,Cat Toys,West
2024-05-31,38454,49765,17755,19200,5,206494.5,6364,Discount Offer,Dog Food,South
2024-06-26,77904,23963,5865,7395,20,218551.0,4189,Brand Awareness,Cat Toys,West
2024-06-11,25592,63552,16173,9145,10,188365.1,5912,Discount Offer,Cat Toys,East
2024-02-02,32173,52292,38371,12059,15,210225.1,4295,Brand Awareness,Cat Toys,South
2024-06-27,43204,40009,16254,10492,5,189601.5,6548,Seasonal Sale,Cat Toys,North
2024-04-10,45596,42675,9018,18338,5,194927.90000000002,4176,Brand Awareness,Dog Food,West
2024-09-24,44324,51175,10192,12111,10,198629.0,4799,Discount Offer,Cat Toys,East
2024-11-18,71202,21731,7015,18087,10,208863.2,4805,Discount Offer,Dog Toys,East
2024-03-05,40750,55563,8380,14984,15,201123.9,6907,Seasonal Sale,Dog Food,North
2024-06-16,26566,26332,33343,16256,20,167697.2,5742,Discount Offer,Cat Toys,North
2024-11-25,17190,34177,8770,11792,15,115384.7,4214,Discount Offer,Dog Food,West
2024-02-12,48333,38718,10829,14555,15,200826.3,5879,Seasonal Sale,Dog Food,East
2024-02-13,11589,17911,39381,15540,10,123407.7,6700,Brand Awareness,Dog Food,North
2024-10-11,35235,33799,20545,8551,15,170969.6,4596,Seasonal Sale,Dog Food,South
2024-01-12,10159,64402,23263,12711,15,175214.7,5717,Brand Awareness,Cat Toys,North
2024-04-04,22145,30194,30675,8628,20,149918.8,5355,Brand Awareness,Dog Food,South
2024-10-28,41921,19951,30362,16528,5,179579.7,4127,Brand Awareness,Dog Toys,East
2024-09-09,26237,55866,5148,6565,5,159217.1,5292,New Product Launch,Dog Food,West
2024-08-29,18244,43333,6754,8667,20,130331.0,6598,Brand Awareness,Dog Food,East
2024-02-04,24743,36673,31745,15405,5,171725.0,5558,Seasonal Sale,Dog Toys,East
2024-08-02,56101,63885,12378,11459,15,248723.0,5777,Seasonal Sale,Cat Toys,East
2024-12-02,66378,55870,25140,9096,20,275603.6,4618,Seasonal Sale,Dog Toys,East
2024-03-30,66071,20565,14371,6019,20,192513.6,6395,New Product Launch,Cat Food,West
2024-09-20,22237,37821,31999,12928,10,171840.09999999998,4141,Discount Offer,Dog Toys,North
